phase	kind	file	line	target(old)	change	text	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	10	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/drivers/disklabel/mbr.c 11 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	11	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/drivers/disklabel/pc98.c 12 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	12	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/drivers/disklabel/pcat.c 12 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	13	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/drivers/disklabel/sun.c 12 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	14	include/drivers/disklabel.h	stale: path -> include/drivers/disklabel/disklabel.h	p002 c-include src/drivers/disklabel/x68k.c 12 include/drivers/disklabel.h drivers/disklabel.h -> drivers/disklabel/disklabel.h #include <drivers/disklabel.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	15	include/drivers/dp8390.h	stale: path -> include/drivers/ethernet/dp8390.h	p002 c-include src/drivers/ethernet/dp8390.c 12 include/drivers/dp8390.h drivers/dp8390.h -> drivers/ethernet/dp8390.h #include "drivers/dp8390.h"	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	16	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/generic/dma.c 12 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	17	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	p002 c-include src/drivers/gpu/gpu-fence.c 14 include/drivers/gpu-fence.h drivers/gpu-fence.h -> drivers/gpu/gpu-fence.h #include <drivers/gpu-fence.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	18	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/gpu.c 13 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	19	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	p002 c-include src/drivers/gpu/gpu.c 14 include/drivers/gpu-scanout.h drivers/gpu-scanout.h -> drivers/gpu/gpu-scanout.h #include <drivers/gpu-scanout.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	20	include/drivers/gpu-fence.h	stale: path -> include/drivers/gpu/gpu-fence.h	p002 c-include src/drivers/gpu/gpu.c 18 include/drivers/gpu-fence.h drivers/gpu-fence.h -> drivers/gpu/gpu-fence.h #include <drivers/gpu-fence.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	21	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915-old/i915.c 21 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	22	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	p002 c-include src/drivers/gpu/i915-old/i915.c 22 include/drivers/i915.h drivers/i915.h -> drivers/pci/pci-i915.h #include <drivers/i915.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	23	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	p002 c-include src/drivers/gpu/i915-old/i915.c 32 include/drivers/gpu-display.h drivers/gpu-display.h -> drivers/gpu/gpu-display.h #include <drivers/gpu-display.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	24	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	p002 c-include src/drivers/gpu/i915-old/i915.c 33 include/drivers/gpu-scanout.h drivers/gpu-scanout.h -> drivers/gpu/gpu-scanout.h #include <drivers/gpu-scanout.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	25	include/drivers/gpu-share.h	stale: path -> include/drivers/gpu/gpu-share.h	p002 c-include src/drivers/gpu/i915-old/i915.c 34 include/drivers/gpu-share.h drivers/gpu-share.h -> drivers/gpu/gpu-share.h #include <drivers/gpu-share.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	26	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915-old/internal.h 19 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	27	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915-old/parity/backend_dma.c 11 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	28	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915-old/parity/gt_mem.c 16 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	29	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915-old/parity/gt_mem.h 39 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	30	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915-old/parity/ktest.c 54 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	31	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915-old/parity/pch.c 6 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	32	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915-old/parity/probe.c 12 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	33	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915-old/parity/resident_display.c 35 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	34	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	p002 c-include src/drivers/gpu/i915-old/parity/resident_display.c 36 include/drivers/gpu-display.h drivers/gpu-display.h -> drivers/gpu/gpu-display.h #include <drivers/gpu-display.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	35	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	p002 c-include src/drivers/gpu/i915-old/parity/resident_display.c 37 include/drivers/gpu-scanout.h drivers/gpu-scanout.h -> drivers/gpu/gpu-scanout.h #include <drivers/gpu-scanout.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	36	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915-old/parity/vga.c 14 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	37	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915-old/request.c 25 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	38	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/command.c 32 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	39	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915/device.c 29 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	40	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	p002 c-include src/drivers/gpu/i915/device.c 30 include/drivers/i915.h drivers/i915.h -> drivers/pci/pci-i915.h #include <drivers/i915.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	41	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915/device.c 31 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	42	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/display/capture.c 93 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	43	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	p002 c-include src/drivers/gpu/i915/display/capture.c 94 include/drivers/gpu-display.h drivers/gpu-display.h -> drivers/gpu/gpu-display.h #include <drivers/gpu-display.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	44	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/display/display.c 57 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	45	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	p002 c-include src/drivers/gpu/i915/display/display.c 58 include/drivers/gpu-display.h drivers/gpu-display.h -> drivers/gpu/gpu-display.h #include <drivers/gpu-display.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	46	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	p002 c-include src/drivers/gpu/i915/display/display.c 59 include/drivers/gpu-scanout.h drivers/gpu-scanout.h -> drivers/gpu/gpu-scanout.h #include <drivers/gpu-scanout.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	47	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915/display/display.c 60 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	48	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/display/present.c 52 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	49	include/drivers/gpu-display.h	stale: path -> include/drivers/gpu/gpu-display.h	p002 c-include src/drivers/gpu/i915/display/present.c 53 include/drivers/gpu-display.h drivers/gpu-display.h -> drivers/gpu/gpu-display.h #include <drivers/gpu-display.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	50	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/display/scanout.c 46 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	51	include/drivers/gpu-scanout.h	stale: path -> include/drivers/gpu/gpu-scanout.h	p002 c-include src/drivers/gpu/i915/display/scanout.c 47 include/drivers/gpu-scanout.h drivers/gpu-scanout.h -> drivers/gpu/gpu-scanout.h #include <drivers/gpu-scanout.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	52	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915/display/takeover.c 76 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	53	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915/dma.c 23 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	54	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915/gt.h 19 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	55	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915/gt.h 20 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	56	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/i915.c 27 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	57	include/drivers/i915.h	stale: path -> include/drivers/pci/pci-i915.h	p002 c-include src/drivers/gpu/i915/i915.c 28 include/drivers/i915.h drivers/i915.h -> drivers/pci/pci-i915.h #include <drivers/i915.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	58	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915/i915.c 29 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	59	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/i915.h 19 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	60	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915/i915.h 20 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	61	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/job.c 25 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	62	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915/memory.c 26 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	63	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915/memory.h 33 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	64	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915/pci.c 21 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	65	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/request-queue.c 20 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	66	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/reset.c 29 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	67	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/resource.c 28 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	68	include/drivers/gpu-share.h	stale: path -> include/drivers/gpu/gpu-share.h	p002 c-include src/drivers/gpu/i915/resource.c 29 include/drivers/gpu-share.h drivers/gpu-share.h -> drivers/gpu/gpu-share.h #include <drivers/gpu-share.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	69	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/session.c 27 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	70	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915/tests/contracts/host_unreached.c 23 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	71	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915/tests/contracts/host_unreached.c 24 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	72	include/drivers/pci.h	stale: path -> include/drivers/pci/pci.h	p002 c-include src/drivers/gpu/i915/tests/display/host-kernel.c 45 include/drivers/pci.h drivers/pci.h -> drivers/pci/pci.h #include <drivers/pci.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	73	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915/tests/display/lcd-show-ktest.c 55 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	74	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915/tests/display/lcdg-ktest.c 46 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	75	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915/tests/display/scanout-ktest.c 28 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	76	include/drivers/dma.h	stale: path -> include/drivers/generic/dma.h	p002 c-include src/drivers/gpu/i915/tests/execution/ktest-gt.c 53 include/drivers/dma.h drivers/dma.h -> drivers/generic/dma.h #include <drivers/dma.h>	exempt
p002	plan-records	plan/ws035/phase002/pre-refs/refs.tsv	77	include/drivers/gpu.h	stale: path -> include/drivers/gpu/gpu.h	p002 c-include src/drivers/gpu/i915/tests/render/compiler.c 44 include/drivers/gpu.h drivers/gpu.h -> drivers/gpu/gpu.h #include <drivers/gpu.h>	exempt
